,Unnamed: 0,company,headquarters,size,founded,type,revenue,website,industry,Description
282,282,LKQ,"Wichita, KS",Unknown,,Company - Public,Unknown / Non-Applicable,www.lkqpickyourpart.com,Transportation Equipment Manufacturing,
283,283,W.W. Grainger,"Lake Forest, IL",10000+ Employees,1927.0,Company - Public (GWW),$10+ billion (USD),www.grainger.com,Wholesale,"Grainger is a leading broad line distributor with operations primarily in North America, Japan and the United Kingdom. We achieve our purpose, We Keep the World Working®, by serving more than 4.5 million customers with a wide range of products that keep their operations running and their people safe. Grainger also delivers services and solutions, such as technical support and inventory management, to save customers time and money.We're proud of our people-focused culture that has been active for more than 95 years. We have a welcoming workplace where you can build a career for yourself while fulfilling our purpose to keep the world working.We embrace new ways of thinking and recognize everyone as an individual. We lead diversity, equity and inclusion from the top as more than 30% of our board and executive leadership are women and more than 30% are racially diverse.We’re looking for passionate people to join our 23,000 team members worldwide and move our company forward. Find your way with Grainger at jobs.grainger.com."
284,284,Quanta Services,"Ann Arbor, MI",51 to 200 Employees,2001.0,Company - Private,Unknown / Non-Applicable,usquanta.com,HR Consulting,"At Quanta we dedicate all of our attention to the Human Capital. We’re a recruiting and HR consulting firm specializing in connecting employers nationwide with the most qualified talent across a variety of industries and business functions.Our primary focus is on North American and Italian clients and we provide a complete suite of HR solutions, including Executive & Management Search, HR Consulting, and Flexible Staffing.We are a team of people with international backgrounds, different expertise and seniority. We were brought together by our common passion in the key element that makes any organization possible: the human element.We are passionate about what we do and enjoy and have fun doing it. Our approach is very personable and we obsess over one constant: uncompromising quality."
285,285,CrownHoldings,"Yardley, PA",10000+ Employees,1892.0,Company - Public (CCK),$10+ billion (USD),careers.eur.crowncork.com/,Consumer Product Manufacturing,"Crown is a worldwide leader in the design, manufacture, and sale of packaging products and equipment for consumer and industrial products. Crown's packaging for consumer products include steel and aluminum cans for food, beverage, household and other consumer products, glass bottles for beverage product and metal vacuum closures and steel crowns sold through Crown's sales organization to the soft drink, food, citrus, brewing, household products, personal care and various other industries. Crown's packaging for industrial products includes steel and plastic strap consumables and equipment, paper based protective packaging, and plastic film consumables and equipment, which are sold into the metals, food and beverage, construction, agricultural, corrugated, and general industries.At December 31, 2018, the Company operated 241 plants along with sales and service facilities throughout 47 countries and had approximately 33,000 employees. Consolidated net sales for Company in 2018 were $11.2 billion with 72% derived from operations outside the US."
286,286,Fox,"New York, NY",5001 to 10000 Employees,2019.0,Company - Public (FOXA),Unknown / Non-Applicable,www.foxcorporation.com,Broadcast Media,"Under the FOX banner, we produce and distribute content through some of the world’s leading and most valued brands, including: FOX News, FOX Sports, the Fox Network, and the FOX Television Stations. We empower a diverse range of creators to imagine and develop culturally significant content, while building an organization that thrives on creative ideas, operational expertise and strategic thinking."
287,287,Sempra,"San Diego, CA",10000+ Employees,1998.0,Company - Public (SRE),$10+ billion (USD),www.sempra.com,Energy & Utilities,"An energy infrastructure company built for the future.More than 36 million consumers worldwide count on Sempra companies for a range of energy services. Our public utilities power homes and businesses in California and Texas. We also build and operate important energy infrastructure in the United States and Mexico with a clear focus on leading the way in developing responsible energy solutions. Our unique combination of diverse expertise, top talent and strong management set a powerful foundation for sustainable growth and a bright future."
288,288,Markel,"Glen Allen, VA",5001 to 10000 Employees,1980.0,Company - Public (MKL),$10+ billion (USD),www.markelcorp.com,Insurance Carriers,"Have you ever thought about who insures the manicurist or an antique motorcycle? Specialty insurer Markel Corporation takes on the risks other insurers won't touch, from amusement parks to thoroughbred horses and summer camps. Coverage is also available for one-time events, such as golf tournaments and auto races. Markel's commercial excess and surplus products include a wide range of liabilities (professional, pollution) while its specialty admitted segment covers businesses ranging from martial arts schools to dude ranches. Markel International provides specialty insurance internationally from its base in the UK. The company distributes its products through independent agents and brokers."
289,289,Carvana,"Phoenix, AZ",10000+ Employees,2013.0,Company - Public (CVNA),Unknown / Non-Applicable,www.carvana.com,Other Retail Stores,"“We sell cars, but we’re not car salespeople,” is a popular refrain at Carvana. Instead, we provide a seamless online car buying experience for customers from coast-to-coast. Carvana allows customers to browse, finance and purchase more than 15,000 vehicles from the comfort of home or on the go via their mobile device, while also offering the convenience of selling your car to us without ever having to step foot inside a dealership. Customers who purchase with Carvana enjoy the peace of mind that comes with our 7-day return policy, and the sense of security in knowing that each and every Carvana vehicle is Carvana Certified, having passed a rigorous 150-point inspection and has never been in a reported accident. And with the option to choose as-soon-as next-day delivery or pick up from one of our signature Car Vending Machines, the days of spending a Saturday at the dealership are officially over!"
290,290,XPO Logistics,"Greenwich, CT",10000+ Employees,2011.0,Company - Public (XPO),$5 to $10 billion (USD),www.xpo.com,Shipping & Trucking,"XPO (NYSE: XPO) is one of the largest providers of asset-based less-than-truckload (LTL) transportation in North America, with proprietary technology that moves goods efficiently through its network. Together with its business in Europe, XPO serves approximately 43,000 shippers with 564 locations and 38,000 employees. Our greatest strength is our global team – energetic, innovative people of all experience levels and talents who make XPO a great place to work.Visit xpo.com for more information, and connect with XPO on Facebook, Twitter, LinkedIn, Instagram and YouTube."
291,291,Baxter International,"Deerfield, IL",10000+ Employees,1931.0,Company - Public (BAX),$10+ billion (USD),www.baxter.com,Biotech & Pharmaceuticals,"For us, this isn’t just a job—it’s a calling.We are proud to work at the critical intersection where innovations that save and sustain lives meet the healthcare providers who make it happen. Our commitment to our mission means we are there when people need us, during the critical moments that matter most.We see a world full of healing, with viable care options available to those with limited choices today. You’ll find Baxter’s products and therapies on nearly every floor, in almost every hospital worldwide, in clinics and in the home. Our 90-year heritage gives us distinct perspective on the needs of the people we serve. Together, we develop smarter ways to not only treat chronic diseases, but also prevent them.And now, we are uniquely positioned to realize our greatest opportunity to transform global healthcare for years to come."
292,292,Ecolab,"Saint Paul, MN",10000+ Employees,1923.0,Company - Public (ECL),$10+ billion (USD),www.ecolab.com,Chemical Manufacturing,"A trusted partner at nearly three million customer locations, Ecolab (ECL) is the global leader in water, hygiene and infection prevention solutions and services that help protect people, planet and business health. With annual sales of $13 billion and more than 47,000 associates, Ecolab delivers comprehensive science-based solutions, data-driven insights and world-class service to advance food safety, help maintain clean and safe environments, optimize water and energy use, and improve operational efficiencies and sustainability for customers in the food, healthcare, hospitality and industrial markets in more than 170 countries around the world. Our innovative products and services are used in hospitals, hotels, restaurants, schools, manufacturing plants, refineries and other locations. Many of the world’s most recognizable brands rely on Ecolab to help ensure operational efficiencies, product integrity and brand reputation.When you come to work at Ecolab, you get to take on some of the world’s most meaningful challenges and have the opportunity to learn and grow, shape your career, make an impact and quickly see the importance of your work. For more Ecolab news and information, visit www.ecolab.com. Follow us on Twitter @ecolab, Facebook at facebook.com/ecolab, LinkedIn at Ecolab or Instagram at Ecolab Inc. To explore career opportunities at Ecolab, visit jobs.ecolab.com."
293,293,Tractor Supply,"Brentwood, TN",10000+ Employees,1938.0,Company - Public (TSCO),$10+ billion (USD),www.tractorsupply.com,Home Furniture & Housewares Stores,"From Tractor Supply's start as a mail order catalog business in 1938, we've grown to become the largest operator of rural lifestyle retail stores in the United States.We don't just sell tractor parts anymore though. Now, our customers find everything they need to maintain their farms, ranches, homes and animals.Our ""secret sauce"" however, is our culture. Combined with our Mission and Values, our Team Members are empowered to serve our customers and achieve our goals. Your career is OUT HERE. "
294,294,The Andersons,,201 to 500 Employees,1956.0,Company - Private,Unknown / Non-Applicable,www.andersonla.com,Commercial Printing,
295,295,Keurig Dr Pepper,"Burlington, MA",10000+ Employees,2018.0,Company - Public (KDP),$10+ billion (USD),www.keurigdrpepper.com,Food & Beverage Manufacturing,"Keurig Dr Pepper (KDP) is a leading beverage company in North America, with annual revenue in excess of $11 billion and nearly 26,000 employees. KDP holds leadership positions in soft drinks, specialty coffee and tea, water, juice and juice drinks and mixers, and markets the #1 single serve coffee brewing system in the U.S. and Canada. The Company’s portfolio of more than 125 owned, licensed and partner brands is designed to satisfy virtually any consumer need, any time, and includes Keurig, Dr Pepper, Green Mountain Coffee Roasters, Canada Dry, Snapple, Bai, Mott's, CORE and The Original Donut Shop. Through its powerful sales and distribution network, KDP can deliver its portfolio of hot and cold beverages to nearly every point of purchase for consumers.  The Company is committed to sourcing, producing and distributing its beverages responsibly through its Drink Well. Do Good. corporate responsibility platform, including efforts around circular packaging, efficient natural resource use and supply chain sustainability.  For more information, visit, www.keurigdrpepper.com."
296,296,Universal Health Services,"Irvine, CA",201 to 500 Employees,1983.0,Company - Private,$25 to $100 million (USD),www.universalcare.com,Health Care Services & Hospitals,"Universal Care is a California-based health plan that operates about a dozen medical centers comprised of physician practices in various specialties. Its clinics, located in Los Angeles, Orange, and Riverside counties, provide a combination of medical, urgent care, dental, and optometry services. Medical specialties include pediatrics, obstetrics, urology, cardiology, and orthopedics. The company's physicians are also affiliated with a network of area hospitals. Universal Care, which operates as Universal Care Medical Group, was founded in 1983."
297,297,CSX,"Jacksonville, FL",10000+ Employees,1978.0,Company - Public (CSX),$10+ billion (USD),www.csx.com,Rail Transportation,"CSX is a company on the move. As the nation’s best run railroad, we’re redefining freight rail with a progressive vision and real results – setting new industry performance standards and building a force of highly skilled professionals who are energized to help us move the economy safely, efficiently and reliably.Headquartered in Jacksonville, Fla., the CSX transportation network extends about 21,000 route miles, connecting customers to major ports, distribution centers, and every major metropolitan area in the eastern United States. When customers need comprehensive rail solutions, CSX is powered to perform."
298,298,Henry Schein,"Melville, NY",10000+ Employees,1932.0,Company - Public (HSIC),$5 to $10 billion (USD),www.henryschein.com,Wholesale,"Henry Schein, Inc. (Nasdaq: HSIC) is a solutions company for health care professionals powered by a network of people and technology. With nearly 22,000 TSMs Team Schein Members worldwide, the Company's network of trusted advisors provides more than 1 million customers globally with more than 300 valued solutions that help improve operational success and clinical outcomes. Our Business, Clinical, Technology, and Supply Chain solutions help office-based dental and medical practitioners work more efficiently so they can provide quality care more effectively. These solutions also support dental laboratories, government and institutional health care clinics, as well as other alternate care sites.  Henry Schein operates through a centralized and automated distribution network, with a selection of more than 120,000 branded products and Henry Schein private-brand products in stock, as well as more than 180,000 additional products available as special-order items.  A FORTUNE 500 Company and a member of the S&P 500® index, Henry Schein is headquartered in Melville, N.Y., and has operations or affiliates in 32 countries and territories. The Company's sales reached $12.4 billion in 2021, and have grown at a compound annual rate of approximately 12.5 percent since Henry Schein became a public company in 1995.  For more information, visit Henry Schein at www.henryschein.com, Facebook.com/HenrySchein, Instagram.com/HenrySchein, and Twitter.com/HenrySchein.   "
299,299,Sonic Automotive,"Charlotte, NC",5001 to 10000 Employees,1976.0,Company - Public (SAH),$5 to $10 billion (USD),jobs.sonicautomotive.com,Vehicle Dealers,"No stranger to speed, O. Bruton Smith has raced Sonic Automotive to the front of the pack of US auto dealers behind larger rivals, such as AutoNation and Penske Automotive. Founded with five dealerships in 1997, Sonic today owns about 120 new- and used-vehicle dealerships and about 25 collision repair centers in major markets in 15 states, including Texas, the Carolinas, Tennessee and Georgia . The company sells some 30 brands of cars and light trucks and offers vehicle financing. Chairman Smith, who runs Sonic Automotive with his son Scott, is also the majority owner of Speedway Motorsports, which operates more than half a dozen NASCAR auto racetracks."
300,300,eBay,"San Jose, CA",10000+ Employees,1995.0,Company - Public (EBAY),$10+ billion (USD),www.ebayinc.com,Internet & Web Services,"eBay is where the world goes to shop, sell, and give. Every day, our professionals connect millions of buyers and sellers around the globe, empowering people and creating opportunity. We're on a mission to build a better, more connected form of commerce that benefits individuals ... Read more"
301,301,Textron,"Wichita, KS",10000+ Employees,1927.0,Company - Public,$1 to $5 billion (USD),www.txtav.com/careers,Aerospace & Defense,"Textron Aviation is a leader in general aviation and home to the iconic Beechcraft and Cessna brands. For more than 90 years, we have empowered our collective talent to design and deliver the best aviation experience. Our products include Citation business jets, Beechcraft King Air and Cessna Caravan turboprops, Beechcraft and Cessna piston engine aircraft and the T-6 military trainer aircraft."
302,302,Jones Financial (Edward Jones),"Saint Louis, MO",10000+ Employees,1922.0,Company - Private,$5 to $10 billion (USD),careers.edwardjones.com,Investment & Asset Management,"Edward Jones serves nearly 7 million investors from more offices than any other investment firm in America. We attribute a great deal of our success to our principles and personal, long-term approach to investing.We have consistently been ranked among the best companies to work for by FORTUNE magazine, and our employees tend to stay with us for years. As a privately owned company, Edward Jones has a very personal feel that’s almost like family. And we’re very proud of that."
303,303,Community Health Systems,"Fresno, CA",5001 to 10000 Employees,1897.0,Hospital,Unknown / Non-Applicable,jobs.communitymedical.org,Health Care Services & Hospitals,"Community Health System is a private, not-for-profit, health system that employs more than 8,600 people. We've grown a lot since 1897 and we're not done yet. We have affiliations with nearly 1,600 physicians, a partnership with UCSF Fresno, and one of central California's largest HMO health plans. Being a part of the Community family means being a part of the innovation that cares for more residents in the Central Valley than any other healthcare system in the area. And we do it for everybody, regardless of their ability to pay. If you want to be a part of a team that operates like a family and challenges each other to constantly improve and grow together, you belong here."
304,304,Mosaic,"San Jose, CA",1 to 50 Employees,2012.0,Company - Private,$5 to $25 million (USD),www.mir-mosaic.com,,
305,305,Thor Industries,"Elkhart, IN",10000+ Employees,,Company - Public (THO),$1 to $5 billion (USD),www.thorindustries.com,Transportation Equipment Manufacturing,"Wade Thompson and Peter Orthwein founded THOR Industries in 1980 with the purchase of Airstream, an already iconic brand. Since going public in 1984, THOR has grown both organically and through strategic acquisitions in both recreational vehicles (RVs) and buses. Today, THOR is the sole owner of operating subsidiaries that represent some of the world’s largest RV manufacturers.Over the years THOR has received many honors for its growth and management success and has become one of the most admired and respected companies, not only in the RV industry, but in global business."
306,306,Dick's Sporting Goods,"Coraopolis, PA",10000+ Employees,1948.0,Company - Public (DKS),$5 to $10 billion (USD),www.dickssportinggoods.jobs,Sporting Goods Stores,"THE STORY BEGINS...DICK’S Sporting Goods was founded in 1948 when an 18-year-old Dick Stack was working at an Army surplus store in Binghamton, New York. An avid fisherman, Dick was approached by the store owner to come up with a list of products needed to get into the fishing tackle business. After Dick presented his suggestions, the owner told him he was a dumb kid and had no idea what he was doing. Dick was upset and promptly quit. He went to his grandmother’s house where he spent a lot of time as a kid and told her what had happened. Dick’s grandmother asked how much it would cost to build the store himself. Dick said it would cost $300. His grandmother then went to the cookie jar where she kept her life savings and gave him $300 and told him, “Do it yourself.” Dick used that money and his relentless work-ethic to open a bait-and-tackle shop in Binghamton. By the late 1970's, he expanded his product line to include much of what you’ll find at DICK’S Sporting Goods today.AND LIVES ON...Today, headquartered in Pittsburgh, DICK'S Sporting Goods is a leading omni-channel sporting goods retailer offering an extensive assortment of authentic, high-quality sports equipment, apparel, footwear and accessories. The company serves and inspires athletes and outdoor enthusiasts to achieve their personal best through a combination of its dedicated teammates, in-store services and unique specialty shop-in-shops dedicated to Team Sports, Athletic Apparel, Golf, Outdoor, Fitness and Footwear. DICK'S Sporting Goods also owns and operates Golf Galaxy and Field & Stream specialty stores, as well as GameChanger, a youth sports mobile app for scheduling, communications, live scorekeeping and video streaming. DICK'S Sporting Goods offers its products through a dynamic eCommerce platform that is integrated with its store network and provides customers with the convenience and expertise of a 24-hour storefront."
307,307,Newmont,"Denver, CO",10000+ Employees,1921.0,Company - Public (NEM),$5 to $10 billion (USD),www.newmontgoldcorp.com,Mining & Metals,"Newmont Goldcorp is the world’s leading gold company and a producer of copper, silver, zinc and lead. The Company’s world-class portfolio of assets, prospects and talent is anchored in favorable mining jurisdictions in North America, South America, Australia and Africa. Newmont Goldcorp is the only gold producer listed in the S&P 500 Index and is widely recognized for its principled environmental, social and governance practices. The Company is an industry leader in value creation, supported by robust safety standards, superior execution and technical proficiency. Newmont Goldcorp was founded in 1921 and has been publicly traded since 1925."
308,308,Devon Energy,"Oklahoma City, OK",5001 to 10000 Employees,,Company - Public (DVN),$10+ billion (USD),www.devonenergy.com,Energy & Utilities,"Devon Energy Corporation is a leading independent oil and natural gas exploration and production company. Devon's operations are focused onshore in the United States and Canada. We also own natural gas pipelines and treatment facilities in many of our producing areas, making us one of North America's larger processors of natural gas liquids.The company's portfolio of oil and gas properties provides stable, environmentally responsible production and a platform for future growth. Devon has nearly doubled its onshore North American oil production since 2008 and has a deep inventory of development opportunities to deliver future oil growth. Devon also produces about 2.3 billion cubic feet of natural gas a day — roughly 3 percent of all the gas consumed in North America.  Headquartered in Oklahoma City, Devon is a Fortune 500 company and is included in the S&P 500 Index. Its common shares trade on the New York Stock Exchange under the ticker symbol DVN."
309,309,Warner Bros. Discovery,"New York, NY",10000+ Employees,2003.0,Company - Public,$10+ billion (USD),www.warnermediacareers.com,Film Production,"Every great story has a new beginning. We're excited to announce that Discovery and WarnerMedia have combined to become Warner Bros. Discovery. As a premier global media and entertainment company, we offer audiences the world’s most differentiated and complete portfolio of content, brands and franchises across television, film, sports, news, streaming and gaming. We're home to the world’s best storytellers, creating world-class products for consumers.From brilliant creatives to technology trailblazers and beyond, join us as we step into the next chapter. Explore opportunities specific to WarnerMedia here."
310,310,J.B. Hunt Transport Services,"Lowell, AR",10000+ Employees,1961.0,Company - Public (JBHT),$10+ billion (USD),www.jbhunt.com/,Shipping & Trucking,"J.B. Hunt is all about opportunities, whether it's on the road, in the shop or at the office. The J.B. Hunt family is made up of more than 35,000 people in 400 facilities across the country, including our corporate office in Northwest Arkansas. As one of North America’s largest and best transportation companies, we offer many rewarding career opportunities for drivers, office employees and equipment maintenance technicians.  At J.B. Hunt, we care about our people. We thrive on our inclusive culture where every employee feels heard, valued and respected. J.B. Hunt is a great place to work, but don’t just take our word for it. We’ve received numerous recognitions as a great employer, including being named one of the World’s Most Admired Companies by Fortune, a 2022 Best Employer for Diversity by Forbes, and a Top 10 2022 Military Friendly Employer by VIQTORY. Apply today and discover where a career with J.B. Hunt could take you."
311,311,Alcoa,"Huntington Beach, CA",1 to 50 Employees,2017.0,Company - Private,Unknown / Non-Applicable,www.alcoaagency.com,HR Consulting,"Alcoa Agency is a recruiting and brand management firm located and operating in the Orange County Area. Created in 2017 by Southern California native, Crystal Olivares, we are a woman-operated company that specializes in placing both temporary and direct hires for the electrical, utilities and construction industries. Alcoa Agency’s mission is to create a full-service experience for both clients and candidates alike. Crystal Olivares, the Agency’s creator, has an extensive background in the event and hospitality industry, delivering exceptional event designs for couples, corporations and celebrities. As an event designer and producer, her strongest attribute was her ability to build relationships. Crystal easily connects with people and thrives by helping others personally as well as professionally. At Alcoa, each one of our team members is committed to providing organizations with exceptional talent. However, it doesn’t stop there. We take pride in our customer service mentality, and the ability to develop quality relationships. Delivering a full-service experience to our clients is just a standard at Alcoa. We take all the work of finding the right candidates, setting up the interviews, preparing for and greeting clients off your hands.  We also work closely with our candidates, listen and learn about each one of them to set them up for the perfect match.  By taking the time to listen to both our clients’ and candidates’ needs, we have created and internal culture that thrives on delivering favorable results to both parties. "
312,312,Peter Kiewit Sons’,"Omaha, NE",10000+ Employees,1884.0,Company - Private,$10+ billion (USD),www.kiewit.com,Construction,"We exist to make a difference and we offer opportunities for you to make one too. Our construction and engineering professionals work on some of the industry’s most complex, challenging and rewarding projects – whether it’s boring tunnels through mountains, turning rivers into energy, or building bridges that connect communities. Kiewit people tackle important projects of every size, in any market. Start your Kiewit adventure today at kiewitjobs.com.Kiewit is one of North America’s largest and most respected construction and engineering organizations. With its roots dating back to 1884, the employee-owned organization operates through a network of subsidiaries in the United States, Canada, and Mexico. Kiewit offers construction and engineering services in a variety of markets including transportation; oil, gas and chemical; power; building; water/wastewater; industrial; and mining. Kiewit had 2021 revenues of $12.1 billion and employs 28,800 staff and craft employees."
313,313,Aramark,"Philadelphia, PA",10000+ Employees,1959.0,Company - Public (ARMK),$10+ billion (USD),careers.aramark.com,Building & Personnel Services,"Aramark proudly serves the world’s leading educational institutions, Fortune 500 companies, world champion sports teams, prominent healthcare providers, iconic destinations and cultural attractions, and numerous municipalities in 19 countries around the world with food, facilities, and uniform services.Aramark is an Equal Employment Opportunity & Affirmative Action employer.Your privacy is our top priority throughout the hiring process. Be aware of scammers fraudulently posing as Aramark trying to obtain your personal information. At Aramark, we will never ask for confidential or sensitive personal information such as bank account or social security numbers at any point prior to you accepting an offer with Aramark. If you have any concerns about information requests that you receive from Aramark, you should reach out to your Aramark hiring manager or recruiter."
314,314,Vistra,"Lutz, FL",51 to 200 Employees,2007.0,Company - Private,Unknown / Non-Applicable,www.consultvistra.com,Business Consulting,"Vistra is a nationally-recognized, full-service public relations and marketing agency headquartered in Tampa, Florida providing communications strategy and professional solutions across the United States and beyond to local and national businesses and nonprofit organizations as well as local, state and federal government agencies. Our experienced team provides integrated communications strategy and professional solutions designed to help our clients reach their goals. Vistra is SBA 8(a) Certified and a Service-Disabled Veteran-Owned Small Business (SDVOSB).In addition to public relations and marketing expertise, Vistra provides a range of program management and consulting services involving training, administrative support, IT solutions, assessments and special reports."
315,315,State Street,"Boston, MA",10000+ Employees,1792.0,Company - Public (STT),$10+ billion (USD),www.statestreet.com,Investment & Asset Management,"From technology and product innovation to corporate responsibility and community development, we’re making our mark on the financial services industry. For more than two centuries, we’ve been helping our clients safeguard and steward the investments of millions of people – ... Read more"
316,316,Unum Group,"Chattanooga, TN",5001 to 10000 Employees,1848.0,Company - Public (UNM),$10+ billion (USD),www.unum.com,Insurance Carriers,"Unum Group provides a broad portfolio of financial protection benefits and services through the workplace, and is the leading provider of disability income protection worldwide. Through its Unum US, Unum UK, Unum Poland, and Colonial Life businesses, the company provides disability, life, accident, critical illness, dental and vision benefits that protect millions of working people and their families. Unum also provides leave and absence management services that streamline the leave experience for employers and employees and stop-loss coverage to help self-insured employers protect against medical costs. Unum reported revenues of $12 billion in 2021 and paid $8.2 billion in benefits."
317,317,Alleghany,"Sparta, NC",51 to 200 Employees,,Hospital,$5 to $25 million (USD),www.amhsparta.org,Health Care Services & Hospitals,
318,318,Boston Scientific,"Marlborough, MA",10000+ Employees,1979.0,Company - Public (BSX),$10+ billion (USD),www.bostonscientific.com,Health Care Products Manufacturing,"As a global medical technology leader for more than 40 years, we advance science for life by providing a broad range of high-performance solutions that address unmet patient needs and reduce the cost of health care. "
319,319,Westlake,"Buffalo Grove, IL",1 to 50 Employees,1991.0,Company - Private,$1 to $5 million (USD),www.westlakefinancialgroup.com,Insurance Carriers,"WestLake has been a thought leader in the benefit administration industry for over 24 years.WestLake fosters a dynamic and customer-centric work culture that thrives on innovation and collaboration.  With a distinct focus on attracting and retaining the best talent, the business strives to create an environment that encourages ongoing career development and learningopportunities for employees.  WestLake offers competitive compensation and a large breath of benefits to all its employees.  For these reasons, WestLake boasts its selection in the National Best and Brightest Companies to work for in 2012 as well as the Chicago Best and Brightest Companies to work for in 2012."
320,320,Entergy,"Oakland, CA",1 to 50 Employees,1997.0,Company - Private,$100 to $500 million (USD),www.commercialenergy.net,Energy & Utilities,"Energy is essential for all businesses, whether choosing their energy supplier, mitigating wildfire impacts, or implementing cleaner energy goals. We do for our clients has never been more essential, and our products and services are never more vital.We have a quarter-century of success to back up those claims. Energy is essential for all businesses, whether choosing their energy supplier, mitigating wildfire impacts, or implementing cleaner energy goals. We do for our clients has never been more essential, and our products and services are never more vital. We have a quarter-century of success to back up those claims."
321,321,International Flavors & Fragrances,"New York, NY",10000+ Employees,1958.0,Company - Public (IFF),$5 to $10 billion (USD),www.iff.com,Research & Development,"Welcome to IFF. The world doesn’t need another flavors and fragrances company. And that’s why we’re committed to being so much more. Our purpose is to redefine how we live in and care for the resources of our world, while using Uncommon Sense to create what people need. Today, IFF is a global leader in the development of unique and unexpected scents, tastes, experiences and ingredients for products of every kind—from global icons, to boutique creations. With over 110 manufacturing facilities, 100 R&D centers, and 33,000 customers across the world, we’re poised to make a difference on an unprecedented scale. With a focus on building the way to a more sustainable future, our international team of scientists, artists, and uncommon thinkers are redefining what a flavors and fragrances company can stand for. Visit us at www.iff.com to learn more about how we’re using Uncommon Sense to challenge expected, champion creators, and do more good for people and planet."
322,322,DaVita,"Denver, CO",10000+ Employees,1994.0,Company - Public (DVA),$1 to $5 billion (USD),www.davita.com,Health Care Services & Hospitals,"DaVita (NYSE: DVA) is a health care provider focused on transforming care delivery to improve quality of life for patients globally. The company is one of the largest providers of kidney care services in the U.S. and has been a leader in clinical quality and innovation for more than 20 years. Through DaVita Kidney Care, the company treats patients with chronic kidney failure and end-stage kidney disease. DaVita is committed to bold, patient-centric care models, implementing the latest technologies and moving toward integrated care offerings for all. Through these efforts, DaVita has also become the largest provider of home dialysis in the country. As of March 31, 2021, DaVita served 202,600 patients at 2,827 outpatient dialysis centers in the United States. The company also operated 323 outpatient dialysis centers in ten countries worldwide. DaVita has reduced hospitalizations, improved mortality, and worked collaboratively to propel the kidney care industry to adopt an equitable and high-quality standard of care for all patients, everywhere. To learn more, visit DaVita.com/About."
323,323,Mutual of Omaha Insurance,"Omaha, NE",5001 to 10000 Employees,1909.0,Company - Private,$5 to $10 billion (USD),www.mutualofomaha.com,Insurance Carriers,"We are a financially strong, family-oriented company based in the heart of America, with solid, unflinching values.For more than a century, Mutual of Omaha has been committed to listening to our customers and helping them through life's transitions by providing an array of insurance, financial and banking products."
324,324,Assurant,"New York, NY",10000+ Employees,1978.0,Company - Public (AIZ),$5 to $10 billion (USD),www.assurant.com,Insurance Carriers,"Assurant is a leading global business services company that supports, protects and connects major consumer purchases. A Fortune 500 company with a presence in 21 countries, Assurant supports the advancement of the connected world by partnering with the world’s leading brands to develop innovative solutions and deliver an enhanced customer experience through mobile device solutions, extended service contracts, vehicle protection services, renters insurance, lender-placed insurance products and other specialty products.Learn more at www.assurant.com. "
325,325,Liberty Media,"Englewood, CO",51 to 200 Employees,1991.0,Company - Public (LMCA),$5 to $10 billion (USD),www.libertymedia.com,Other Retail Stores,"Liberty Media Corporation owns interests in a broad range of media, communications and entertainment businesses. Those interests are attributed to three tracking stock groups: the Liberty SiriusXM Group, the Braves Group and the Formula One Group."
326,326,Hormel Foods,"Austin, MN",10000+ Employees,1891.0,Company - Public (HRL),$5 to $10 billion (USD),www.hormelfoods.com,Food & Beverage Manufacturing,"Hormel Foods Corporation, based in Austin, Minn., is a global branded food company with over $9 billion in annual revenues across 75 countries worldwide. Its brands include SKIPPY®, SPAM®, Hormel® Natural Choice®, Applegate®, Justin’s®, Wholly Guacamole®, Hormel® Black Label® and more than 30 other beloved brands. The company is a member of the S&P 500 Index and the S&P 500 Dividend Aristocrats, was named one of “The 100 Best Corporate Citizens” by Corporate Responsibility Magazine for the 11th year in a row, and has received numerous other awards and accolades for its corporate responsibility and community service efforts. In 2016, the company celebrated its 125th anniversary and announced its new vision for the future – Inspired People. Inspired Food.™ – focusing on its legacy of innovation. For more information, visit www.hormelfoods.com and http://csr.hormelfoods.com/."
327,327,Icahn Enterprises,"New York, NY",10000+ Employees,1987.0,Company - Public (IEP),$10+ billion (USD),www.ielp.com,Investment & Asset Management,"Icahn Enterprises has a can-do attitude when it comes to making money. The holding company has stakes in firms in a variety of industries, including manufacturing, real estate, food packaging, and household goods. Federal-Mogul makes automobile parts, while PSC Metals is one of the US's largest scrapyard operators. Another holding, Bayswater Development is a residential developer active in Florida, Massachusetts, and New York. Icahn Enterprises also owns WestPoint International, which makes bed, bath, and other home products. In 2010 the company acquired control of American Railcar Industries and Viskase from affiliates of billionaire corporate raider Carl Icahn, who owns around 93% of Icahn Enterprises."
328,328,Republic Services,"Phoenix, AZ",10000+ Employees,1998.0,Company - Public (RSG),$5 to $10 billion (USD),www.republicservices.com,Energy & Utilities,"Republic Services, Inc. is an industry leader in U.S. recycling and waste services. Through its subsidiaries, Republic’s collection operations, transfer stations, recycling processing centers, landfills and environmental services provide effective solutions to make responsible recycling and waste disposal effortless for customers across the country.Each day, Republic empowers more than 35,000 exceptional employees to do their best work. The Company takes pride in the commitment to the safety of employees and communities; customer engagement; environmental stewardship and sustainable practices; community involvement, and innovation in all aspects of its business operations. Republic strives to be an employer of choice for top talent and works to create and maintain an environment that attracts, develops and retains people who are aligned to serve customers and preserve the planet."
