,name,Pros,Cons
84,American Express,"['""There are always people and teams you can get along with and have a good work/life balance."" (in 1642 reviews)', '""The benefits are great and the array of what you are eligible for is impressive."" (in 965 reviews)', '""Most of the people are great; I built great friendships with a lot of the people there."" (in 703 reviews)', '""Culture is great and respect among employees is really good"" (in 678 reviews)', '""Pay was good and laid back work"" (in 430 reviews)']","['""Base salary was low but once commission kicked in it was well worth the wait."" (in 325 reviews)', '""Poor management team leads will overlook blatant collection law violations to achieve their teams numbers even to the point of lying to their card members"" (in 261 reviews)', '""The odds of getting and keeping a great manager are slim to none."" (in 144 reviews)', '""Limited growth opportunities and learning"" (in 78 reviews)', '""long hours and schedules include weekends"" (in 63 reviews)']"
85,Abbott Laboratories,"['""Good benefits for medical leave (although not as good as when I started)."" (in 753 reviews)', '""Individual Contributors are great people for the most part and really care about their work."" (in 393 reviews)', '""The pay here was good and the working hours were normal for the most part."" (in 290 reviews)', '""Good work life balance (most of the time)"" (in 207 reviews)', '""Good Culture & Processes"" (in 180 reviews)']","['""offs and poor management."" (in 310 reviews)', '""Program Managers have no clue what they\'re doing and management chooses to ignore this issue."" (in 127 reviews)', '""Middle and upper management are entirely inbred with very little outside experience."" (in 92 reviews)', '""The hours are long and there seems to be a never ending list of problems to attend to."" (in 86 reviews)', '""Poor management and leadership among senior executives."" (in 78 reviews)']"
86,StoneX Group,"['""Great people and space to work"" (in 20 reviews)', '""Good work life balance"" (in 13 reviews)', '""Good benefits for the managers"" (in 10 reviews)', '""Great office and great hard working people."" (in 8 reviews)', '""Entrepreneurial culture (in many business lines)."" (in 8 reviews)']","['""Micro management"" (in 25 reviews)', '""Low pay for skill set."" (in 9 reviews)', '""Most companies offer annual salary revision."" (in 7 reviews)', '""Senior management takes on too many projects and doesn\'t follow through."" (in 5 reviews)', '""Many of the senior staff, including upper management have parted ways."" (in 5 reviews)']"
87,Plains GP Holdings,"['""The benefits are great."" (in 34 reviews)', '""Pay is good."" (in 21 reviews)', '""Great people to work with"" (in 17 reviews)', '""Great coworkers and management."" (in 7 reviews)', '""Good work life balance and half day Fridays"" (in 7 reviews)']","['""poor management they know who they are."" (in 18 reviews)', '""large corporation subject to layoffs dependent on the market of the oil & gas industry"" (in 7 reviews)', '""Blatant nepotism."" (in 6 reviews)', '""No training or mentor like program set for new individuals."" (in 6 reviews)', '""Lack of communication upper management."" (in 6 reviews)']"
88,Enterprise Products,"['""Good Benefits Easy to work with"" (in 57 reviews)', '""Good pay and pay."" (in 46 reviews)', '""Good People to work with."" (in 25 reviews)', '""Good salary."" (in 10 reviews)', '""Good work environment."" (in 7 reviews)']","['""communication with management is not good."" (in 17 reviews)', '""No bonuses and slap in the face raises"" (in 12 reviews)', '""Extreme office politics and nepotism"" (in 9 reviews)', '""they have zero leadership and are 100% looking out for thier golden ladder."" (in 8 reviews)', '""Area management and supervisors cannot be trusted."" (in 7 reviews)']"
89,TIAA,"['""TIAA offers great benefits and the people that you work with are wonderful."" (in 438 reviews)', '""The only pro I can think of is Work Life Balance is good"" (in 191 reviews)', '""Great people and the overall mission of the company to serve those that serve others."" (in 171 reviews)', '""Very good and good pay"" (in 137 reviews)', '""Great culture and focus on internal movement"" (in 101 reviews)']","['""The management is poor and there is too much dead wood at the company."" (in 164 reviews)', '""Many of the middle managers have been promoted from within by sucking up and are completely uninspired and incompetent leaders."" (in 92 reviews)', '""The technology side of the business does not allow qualified and experienced American minorities to advance into senior leadership roles."" (in 51 reviews)', '""Cronies are brought in by senior management as they believe hey have all the answers."" (in 40 reviews)', '""Poor upper management."" (in 32 reviews)']"
90,Oracle,"['""Good work life balance given so that you become lazy and settle down for less and compromise"" (in 5268 reviews)', '""Good Working Env and Benefits"" (in 2536 reviews)', '""There are some great people that work here and those involved in projects give their all."" (in 1756 reviews)', '""Good to work and flexible work from home"" (in 1224 reviews)', '""work culture is good and your work is seen by all the people in the hierarchy"" (in 1219 reviews)']","['""I was hired on a low salary and made my way up to being a very useful asset."" (in 1684 reviews)', '""Management is poor and not concerned about employees"" (in 1355 reviews)', '""No or trivial increases and bonuses for anyone I know for the past 5 years."" (in 804 reviews)', '""No idea how they managed to get these managers who are good in leading an \'Indian team\'"" (in 790 reviews)', '""Upper management does not care about attrition."" (in 276 reviews)']"
91,Thermo Fisher Scientific,"['""Benefits are good and ethos positive but you are a cog in a machine"" (in 553 reviews)', '""Great people on the front line who actually care about the needs of the customer."" (in 435 reviews)', '""I can get over time if I want and the pay is good for Florida."" (in 260 reviews)', '""I worked in San Jose and Sunnyvale and at both sites I thought the work life balance was good for \'professional track\' employees."" (in 245 reviews)', '""great colleagues and people in general on my team."" (in 197 reviews)']","['""Management is poor and dose not want to address problems."" (in 356 reviews)', '""Salaries is Lithuania are too low compared to the same work done in other countries at the same company and same position."" (in 189 reviews)', '""Managers don\'t know what they are doing most of the time no team effort and need to be paid more for the job we do."" (in 128 reviews)', '""Middle and upper management aren\'t too open to ideas that can streamline operations"" (in 103 reviews)', '""poor senior leadership no guidance mean corp culture"" (in 89 reviews)']"
92,Coca-Cola,,
93,General Dynamics,"['""Good benefits with an excellent PTO offering"" (in 66 reviews)', '""Great people and work you can be proud of."" (in 52 reviews)', '""pay is good for the job"" (in 45 reviews)', '""Work/Life balance is great"" (in 13 reviews)', '""Some good coworkers"" (in 11 reviews)']","['""Inability to adapt to change and poor management"" (in 44 reviews)', '""Upper management lacks vision and losing work base."" (in 14 reviews)', '""Or a poor manager who plays golf with the right people and has no results will continue to cost the company time an money."" (in 12 reviews)', '""Horrible training..they do not prepare you for the phone calls."" (in 10 reviews)', '""Risk averse culture compared to peers"" (in 8 reviews)']"
94,CHS,"['""Good benefits and reasonably compensated"" (in 58 reviews)', '""Great People: Everyone knows everybody and everybody seems to be friendly."" (in 38 reviews)', '""Good pay ."" (in 33 reviews)', '""Work environment is friendly and I never felt like I was set up for failure."" (in 13 reviews)', '""Good work life balance"" (in 12 reviews)']","['""Poor management, on a rating of 1"" (in 16 reviews)', '""At times overstaff and managers I dealt with were control freaks."" (in 7 reviews)', '""No diversity to speak of and the vast majority of employees like it that way"" (in 7 reviews)', '""Long hours and weekend shifts"" (in 7 reviews)', '""DON\'T buy into any promises of bonuses and commissions."" (in 5 reviews)']"
95,USAA,"['""The benefits are great and my manager really encourages using your own initiative and asking questions."" (in 1168 reviews)', '""The pay is good for San Antonio and the cost of living in San Antonio is tremendous."" (in 295 reviews)', '""It values support of the military and allows for a great work life balance."" (in 224 reviews)', '""Annual bonus (but it\'d be nice to get that disbursed divided by your pay checks)"" (in 220 reviews)', '""Great people and teams"" (in 214 reviews)']","['""Good managers are hard to come by"" (in 192 reviews)', '""There was poor management and it made for a hostile environment for some of us."" (in 184 reviews)', '""Churn in senior leadership and directors"" (in 85 reviews)', '""Good luck getting the time off that you need…you literally have to request your time off a year in advance."" (in 78 reviews)', '""The only thing I would say is that in this economy the salary is low"" (in 64 reviews)']"
96,Northwestern Mutual,"['""The actual job was easy and I got to get to know some really great people!"" (in 630 reviews)', '""Backed by a giving company who cares about their employees and provide great training and development."" (in 470 reviews)', '""The office that I work in has a great culture and we have become like a big family."" (in 426 reviews)', '""Great benefits and work amenities that simply can\'t be beat"" (in 174 reviews)', '""Great training program they taught you a lot about the business and how it worked."" (in 172 reviews)']","['""it is a commission only environment and it does tend to seem that it is a cattle call."" (in 439 reviews)', '""No salary and no leads"" (in 319 reviews)', '""Low pay and you have to be pushy towards clients"" (in 210 reviews)', '""Local management needs to be more in tune with staff"" (in 110 reviews)', '""Managers have no idea what they are doing"" (in 34 reviews)']"
97,Nucor,"['""When the steel market is good the pay is more than what most jobs out in their areas will pay."" (in 81 reviews)', '""Lots of benefits great work life"" (in 44 reviews)', '""Great people and down to earth business attitude."" (in 33 reviews)', '""incredible opportunities and great culture"" (in 16 reviews)', '""Bonus good and profit sharing."" (in 15 reviews)']","['""Long hours leading to inefficient use of time just to meet minimum work week expectations."" (in 25 reviews)', '""Work Life Balance is hard to manage"" (in 10 reviews)', '""Time off and schedule not the best"" (in 8 reviews)', '""Rotating shift of days and nights"" (in 6 reviews)', '""This was from my Division but HR messaging can sometimes lack but they are generally good on communication for the most part"" (in 5 reviews)']"
98,Exelon,"['""Pay is more than fair and there are great benefits if you obtain a full time job."" (in 170 reviews)', '""The pay is good but it comes with many frustrations and a lot of work."" (in 132 reviews)', '""Many great people to work with in terms of personality and drive."" (in 79 reviews)', '""Good salaries compared to industry"" (in 37 reviews)', '""Great compensation once you reach the senior manager level."" (in 31 reviews)']","['""There is no work/life balance."" (in 53 reviews)', '""Poor Management"" (in 39 reviews)', '""Long hours (but doesn\'t bother me) and a lot of information to learn (also doesn\'t bother me)"" (in 24 reviews)', '""Some manager are allowed to continue to work at Exelon Generation, even after numerous people have left the company because of them."" (in 14 reviews)', '""Upper management is extremely disconnected from the way things work in real life"" (in 12 reviews)']"
99,Massachusetts Mutual Life,"['""good benefit and not so much workload"" (in 161 reviews)', '""Great people and tasks were not very demanding."" (in 134 reviews)', '""Great training to set you up for success"" (in 81 reviews)', '""Good work hours and work/life balance"" (in 74 reviews)', '""Culture is great and flexibility for work life balance"" (in 51 reviews)']","['""There is no salary so if you have a a difficult month getting business you have absolutely no income"" (in 82 reviews)', '""Depending on your management and your local managing partner you will either be \'in\' or \'out\'."" (in 65 reviews)', '""Commission only which is the only problem"" (in 53 reviews)', '""Be prepared for different managers telling you different things and not communicating with each other."" (in 35 reviews)', '""That being said, there was a drop in morale following massive layoffs and due to the fact that things are also evolving, sometimes not always for what people perceive to be the best."" (in 28 reviews)']"
