,Unnamed: 0,name,headquaters_location_city,headquaters_location_state,headquaters_location_country,headquaters_regions,founder,website_link,hub,num_employees_enum,last_funding_type,rank_org_company,IPO_status,industries,stock_symbol,description,founded_date,operating_status,also_known_as,company_type,legal_name,contact_phone,number_of_exits
214,214,Gilead Sciences,Foster City,California,United States,"['San Francisco Bay Area', 'Silicon Valley', 'West Coast']",['Michael L. Riordan'],http://www.gilead.com,[],10000+ Employees,Seed,"52,882",Public,"['Biopharma', 'Biotechnology', 'Health Care', 'Manufacturing', 'Pharmaceutical']",BIT:GILD ,"Gilead Sciences is a research-based biopharmaceutical company that discovers, develops, and commercializes innovative medicines in areas of unmet need. With each new discovery and experimental drug candidate, they seek to improve the care of patients suffering from life-threatening diseases.Gilead's primary areas of focus include HIV/AIDS, liver disease, and serious cardiovascular and respiratory conditions.","Jun 22, 1987",,Active,For Profit,,,10.0
215,215,Global Partners,Waltham,Massachusetts,United States,"['Greater Boston Area', 'East Coast', 'New England']",['Abraham Slifka'],http://www.globalp.com/,[],5001 to 10000 Employees,,"179,314",Public,"['Energy', 'Logistics', 'Marketing']",NYSE:GLP ,"Global Partners is a subsidiaries and their predecessors have served the energy needs of businesses, industrial enterprises and government agencies throughout the Northeast. We have grown with our customers. Today, Global Partners LP, a FORTUNE 500 company, is a leader in the storage, distribution and marketing of energy products across the Northeast.",1933,,Active,For Profit,,,
216,216,Global Payments,Atlanta,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']",['Jeffrey Sloan'],https://www.globalpaymentsinc.com,[],10000+ Employees,,"57,473",Public,"['Apps', 'Banking', 'Credit', 'Enterprise', 'Finance', 'Financial Services', 'Payments']",NYSE:GPN ,"Global Payments (NYSE: GPN) is a transaction processors and offers worldwide electronic transaction processing services through their high speed, robust electronic information networks. These networks process billions of business and consumer payment card and money transfer transactions annually for customers in the United States, Canada, Europe and Latin America.Global Payments also provides business-to-business payment card and processing services, such as money transfer, cash management, financial electronic data interchange, management information and reporting services.",1967,,Active,For Profit,,,
217,217,Goldman Sachs Group,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Marcus Goldman', 'Moritz Baier-Lentz', 'Tamin Pechet']",http://www.goldmansachs.com/,"['Goldman Sachs Alumni Founded Companies', 'Goldman Sachs Portfolio Companies']",10000+ Employees,,,,"['Banking', 'Finance', 'Financial Services', 'Venture Capital']",NYSE:GS ,"The Goldman Sachs Group, Inc. provides investment banking, securities, and investment management services, as well as financial services to corporations, financial institutions, governments, and high-net-worth individuals worldwide.Its Investment Banking segment offers financial advisory services, including advisory assignments with respect to mergers and acquisitions, divestitures, corporate defense, risk management, and restructurings and spin-offs; and underwriting services comprising public offerings and private placements of a range of securities, loans and other financial instruments, and derivative transactions.The company’s Institutional Client Services segment provides client execution services, such as fixed income, currency, and commodities client execution related to making markets in interest rate products, credit products, mortgages, currencies, and commodities; and equities related to making markets in equity products, as well as executes and clears institutional client transactions on stock, options, and futures exchanges.This segment also engages in securities services business providing financing, securities lending, and other brokerage services to institutional clients, including hedge funds, mutual funds, pension funds, and foundations. Its Investing and Lending segment originates longer-term loans; and invests in debt securities, loans, public and private equity securities, real estate, consolidated investment entities, distressed assets, currencies, commodities, and power generation facilities.The company’s Investment Management segment provides investment products and services, as well as offers wealth advisory services, including portfolio management and financial counseling, and brokerage and other transaction services.The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York.",,,,,,,329.0
218,218,Goodyear Tire & Rubber,Akron,Ohio,United States,"['Great Lakes', 'Midwestern US']",['Frank Seiberling'],http://www.goodyear.com/,[],10000+ Employees,,"159,275",Public,"['Automotive', 'Communities']",NASDAQ:GT ,"Goodyear is one of the world's largest tire companies, with operations in most regions of the world. Together with its subsidiaries and joint ventures, Goodyear develops, markets and sells tires for most applications.",1898,,Active,For Profit,,,
219,219,Graphic Packaging Holding,Atlanta,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']",['Michael Doss'],http://www.graphicpkg.com,[],10000+ Employees,Post-IPO Debt,"12,372",Public,"['Consumer Goods', 'Customer Service', 'Manufacturing', 'Packaging Services']",NYSE:GPK ,"Graphic Packaging is committed to providing consumer packaging that makes a world of difference. The Company is a provider of sustainable fiber-based packaging solutions for a wide variety of products to food, beverage, foodservice, and other consumer products companies. The Company operates on a global basis, is one of the largest producers of folding cartons and paper-based foodservice products in the United States, and holds strong market positions in coated recycled paperboard, coated unbleached kraft paperboard, and solid bleached sulfate paperboard. The Company's customers include many of the world's most widely recognized companies and brands.",1978,,Active,For Profit,,,
220,220,Graybar Electric,St Louis,Missouri,United States,['Midwestern US'],"['Elisha Gray', 'Enos Barton']",http://www.graybar.com,[],10000+ Employees,Debt Financing,"12,439",Private,"['Electrical Distribution', 'Supply Chain Management', 'Wholesale', 'Women Led']",,"Graybar is a company, specializes in supply chain management services and is a leading North American distributor of components, equipment and materials for a number of industries. The With $6 billion in revenue (2014), Graybar employs thousands of men and women at more than 260 North American distribution centers. As one of North America's largest employee-owned companies, Graybar has the power and stability of a big company coupled with the integrity and drive of a neighborhood business. Founded in 1869, Graybar procures, warehouses, and delivers tens of thousands of electrical supplies, communications and data products, components and related services to its customers. Graybar stocks and sells hundreds of thousands of items from thousands of manufacturers.Graybar serves customers in the construction market, the commercial, institutional and government (CIG) market, and the industrial and utility markets, with products and services that support new construction, infrastructure updates, building renovation, facility maintenance, repair and operations, and original equipment manufacturing.Through its distribution network and value-added services, including kitting and integrated solutions, Graybar is helping its customers to power and network their facilities with speed, intelligence and efficiency. By adding sophisticated logistics and project management to its operations, Graybar has become a vital link in America's supply chain.",1869,,Active,For Profit,,,
221,221,Group 1 Automotive,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']","['Bob Howard', 'Charles Smith', 'Kevin Whalen', 'Sterling McCall']",http://www.group1auto.com/index.htm,[],10000+ Employees,,"124,669",Public,"['Automotive', 'Retail', 'Sales']",NYSE:GPI ,"Group 1 Automotive owns and operates about 130 franchises at approximately 100 dealerships, as well as about 25 collision service centers in more than a dozen states. Group 1 Automotive also has a handful of franchises in the UK. The company's dealerships offer new (60% of sales) and used cars and light trucks under more than 30 different brands. It also offers financing, provides maintenance and repair services, and sells replacement parts.",1997,,Active,For Profit,,,
222,222,Guardian Life Ins. Co. of America,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",['Hugo Wesendonck'],http://www.guardianlife.com/,[],5001 to 10000 Employees,Non-equity Assistance,"119,274",Private,"['Dental', 'Financial Services', 'Hardware', 'Insurance', 'Life Insurance']",,"At Guardian, they know that promises matter. They’ve been keeping theirs for over 150 years. They’ve maintained their financial strength for more than a century and a half, despite the countless ups and downs of the economy, so they can meet their future obligations to the people and businesses that put their trust in us. See how their strength, vision, and values make Guardian a company you can rely on.",1860,,Active,For Profit,,,2.0
223,223,HCAHealthcare,Nashville,Tennessee,United States,['Southern US'],"['Jack C. Massey', 'Thomas F. Frist III', 'Thomas F. Frist Jr.', 'Thomas F. Frist Sr']",http://hcahealthcare.com,[],5001 to 10000 Employees,Post-IPO Debt,"7,511",Public,"['Biotechnology', 'Health Care', 'Hospital', 'Medical']",NYSE:HCA ,"At its founding in 1968, Nashville-based HCA was one of the nation's first hospital companies. Today, we are the nation's leading provider of healthcare services, a company comprised of locally managed facilities that includes about 162 hospitals and 113 freestanding surgery centers in 20 states and England and employing approximately 199,000 people. HCA is committed to the care and improvement of human life and strives to deliver high quality, cost effective healthcare in the communities we serve. Building on the foundation provided by our Mission & Values, HCA puts patients first and works to constantly improve the care we give them by implementing measures that support our caregivers, help ensure patient safety and provide the highest possible quality.Investing in our communities is important to us. HCA typically invests about $1.5 billion annually to keep our facilities modern and up-to-date technologically and to expand and add services where needed. Focusing primarily on communities where the company is a leading healthcare provider, HCA selectively adds new facilities in order to better serve our communities.","Nov 22, 2010",Active,"HEALTHCARE CORP OF AMERICA, Hospital Corporation of America, HCA Holdings, Inc.",For Profit,,,3.0
224,224,HF Sinclair,,,,[],[],,[],,,,,[],,,,,,,,,
225,225,HP,Palo Alto,California,United States,"['San Francisco Bay Area', 'Silicon Valley', 'West Coast']","['Ash Ashutosh', 'Bill Hewlett', 'Satoshi Nakamoto']",http://www.hp.com,['HP Alumni Founded Companies'],10000+ Employees,Post-IPO Equity,41,Public,"['Computer', 'Consumer Electronics', 'Hardware', 'IT Infrastructure', 'Software']",NYSE:HPQ ,"HP provides products, technologies, software, solutions, and services to individual consumers and small- and medium-sized businesses (SMBs) as well as to the government, health, and education sectors worldwide.The company’s personal systems segment offers commercial and consumer PCs, workstations, tablets, retail point-of-sale systems, calculators, and other related accessories, software, support, and services for the commercial and consumer markets. Its printing segment provides consumer and commercial printer hardware, supplies, media, and scanning devices as well as LaserJet and enterprise, inkjet and printing, and graphics solutions; and software and web services.The company’s software segment offers IT management, application testing and delivery, information management, big data analytics, security intelligence, and risk management solutions for businesses and enterprises; and licensing, support, and professional services as well as SaaS-based services. Its HP financial services segment provides leasing, financing, utility programs, and asset management services as well as investment solutions to SMBs, educational institutions, and governmental entities. The company’s corporate investments segment includes HP Labs and cloud-related business incubation projects.HP was founded in 1939 and is headquartered in Palo Alto, California.","Jan 1, 1939",Active,Hewlett-Packard,For Profit,,,13.0
226,226,Halliburton,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']",['Erle P. Halliburton'],http://www.halliburton.com,[],10000+ Employees,,"70,584",Public,"['Energy', 'Natural Resources', 'Oil and Gas', 'Renewable Energy']",NYSE:HAL ,"Halliburton is one of the world's largest providers of products and services to the energy industry. With more than 55,000 employees in approximately 70 countries, the company serves the upstream oil and gas industry throughout the lifecycle of the reservoir — from locating hydrocarbons and managing geological data, to drilling and formation evaluation, well construction and completion, and optimizing production through the life of the field.",1919,,Active,For Profit,,,
227,227,Hanesbrands,Winston Salem,North Carolina,United States,"['East Coast', 'Southern US']",['John Wesley Hanes'],http://www.hanes.com,[],10000+ Employees,,"106,285",Public,"['Consumer Goods', 'E-Commerce', 'Retail']",NYSE:HBI ,"Based in Winston-Salem, N.C., Hanesbrands Inc. (NYSE:HBI) is a global consumer goods company with more than a century of history and a portfolio of leading apparel essentials including T-shirts, bras, panties, men’s underwear, kids' underwear, socks, hosiery, casualwear and activewearHanesbrands, which was spun off from Sara Lee Corporation in 2006, has approximately 50,000 employees.",1901,,Active,For Profit,,,
228,228,Hartford Financial Services Group,Hartford,Connecticut,United States,"['East Coast', 'New England', 'Northeastern US']",['Nathaniel Terry'],http://www.thehartford.com,['The Hartford Alumni Founded Companies'],10000+ Employees,,"140,214",Public,"['Auto Insurance', 'Commercial Insurance', 'Employee Benefits', 'Finance', 'Financial Services', 'Insurance', 'Life Insurance', 'Property Insurance']",NYSE:HIG ,"The Hartford is an industry leading provider of property and casualty insurance, group benefits and mutual funds. Throughout our rich history of more than 200 years, countless businesses and individuals, including Robert E. Lee, Abraham Lincoln and Babe Ruth, have turned to our company for protection. The Hartford celebrated its 200th anniversary in 2010.","May 10, 1810",Active,Hartford Investment Management Co.,For Profit,,,2.0
229,229,Hasbro,Pawtucket,Rhode Island,United States,"['East Coast', 'New England', 'Northeastern US']","['Henry Hassenfeld', 'Herman Hassenfeld', 'Hillel Hassenfeld']",https://shop.hasbro.com/,['Hasbro Alumni Founded Companies'],10000+ Employees,,"129,577",Public,"['Consumer', 'Gaming', 'Toys']",NASDAQ:HAS ,"Hasbro is engaged in providing children’s and family leisure time products with a range of portfolios of brands and entertainment properties. The Company’s brand architecture identifies franchise brands, challenger brands, key partner brands and new brands. Franchise and challenger brands include many well-known brand names such as TRANSFORMERS, NERF, LITTLEST PET SHOP, MY LITTLE PONY, BABY ALIVE, G.I. JOE, MONOPOLY, MAGIC: THE GATHERING, PLAY-DOH and PLAYSKOOL. In addition to product offerings under Hasbro-owned brands or brands which if not entirely owned are broadly controlled by the Company, offerings may also include products branded and developed under key licenses. The licensed brands include BEYBLADE, SPIDER-MAN and THE AVENGERS from MARVEL, SESAME STREET, STAR WARS and ZYNGA product offerings. In July 2013, Hasbro Inc announced the acquisition of a majority stake in Backflip Studios.",1977,,Active,For Profit,,,
230,230,Henry Schein,Melville,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",['Maurie Stang'],http://www.henryschein.com/Default.aspx,[],10000+ Employees,,"128,305",Public,"['Dental', 'Health Care', 'Medical Device']",NASDAQ:HSIC ,"Henry Schein, Inc. is the world's largest provider of health care products and services to office-based dental, medical and animal health practitioners. The Company also serves dental laboratories, government and institutional health care clinics, and other alternate care sites. A Fortune 500® Company and a member of the NASDAQ 100® Index, Henry Schein employs nearly 16,000 Team Schein Members and serves more than 775,000 customers.The Company offers a comprehensive selection of products and services, including value-added solutions for operating efficient practices and delivering high-quality care. Henry Schein operates through a centralized and automated distribution network, with a selection of more than 96,000 branded products and Henry Schein private-brand products in stock, as well as more than 110,000 additional products available as special-order items.The Company also offers its customers exclusive, innovative technology solutions, including practice management software and e-commerce solutions, as well as a broad range of financial services.Headquartered in Melville, N.Y., Henry Schein has operations or affiliates in 25 countries. The Company's sales reached a record $8.9 billion in 2012, and have grown at a compound annual rate of 17% since Henry Schein became a public company in 1995.",1932,,Active,For Profit,,,
231,231,Hershey,Hershey,Pennsylvania,United States,"['Great Lakes', 'Northeastern US']",['Milton S. Hershey'],http://thehersheycompany.com,[],10000+ Employees,,"137,834",Public,['Food and Beverage'],NYSE:HSY ,"The Hershey Company is a global confectionery that provides chocolates, sweets, mints, and other snacks around the world.Having more than 80 brands worldwide, the company offers its products through brand names such as Hershey's, Reese's, Hershey's Kisses, Jolly Rancher, Kit Kat, Twizzlers, and Ice Breakers. It is focused on growing its presence in key international markets while continuing to build its competitive advantage in North America. Additionally, it is poised to expand its portfolio into categories beyond confectionery.The Hershey Company was founded in 1894 and is based in Hershey, Pennsylvania.",1894,,Active,For Profit,,,
232,232,Hertz Global Holdings,Naples,Florida,United States,"['East Coast', 'Southern US']",['Geoff Berlin'],http://www.hertz.com,[],10000+ Employees,,"58,729",Public,"['Automotive', 'Leisure', 'Transportation']",NASDAQ:HTZ ,"Hertz is the largest worldwide airport general use car rental company with more than 1,700 airport locations in the U.S. and more than 1,300 airport locations internationally.Product and service initiatives such as Hertz Gold Plus Rewards, NeverLost®, Carfirmations, Mobile Wi-Fi, and unique vehicles offered through the Adrenaline, Dream, Family, Fun, Green and Prestige Collections set Hertz apart from the competition. Additionally, Hertz owns the vehicle leasing and fleet management leader Donlen Corporation, operates the Hertz 24/7 hourly car rental business and sells vehicles through its Rent2Buy program.The company also owns Hertz Equipment Rental Corporation (HERC), one of the largest equipment rental businesses with more than 355 locations worldwide offering a diverse line of equipment and tools for rent and sale. HERC primarily serves the construction, industrial, oil, gas, entertainment and government sectors.",,,,,,,1.0
233,233,Hess,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Leon Hess', 'Weetman Pearson']",http://www.hess.com,[],10000+ Employees,,"186,408",Public,"['Energy', 'Natural Resources', 'Oil and Gas']",NYSE:HES ,Hess Corporation is a leading global independent energy company primarily engaged in the exploration and production of crude oil and natural gas. Hess Corporation has developed apps like Hess Jet and Hess Chopper. This company was founded in 1993.,1933,,Active,For Profit,,,
234,234,Hewlett Packard Enterpri,Houston,Texas,United States,"['Greater Houston Area', 'Southern US']","['Bill Hewlett', 'Satoshi Nakamoto']",https://www.hpe.com,['Hewlett Packard Enterprise Alumni Founded Companies'],10000+ Employees,,"81,302",Public,"['Data Center', 'Enterprise Software', 'Information Technology', 'IT Management', 'Network Security', 'Wireless']",NYSE:HPE ,"Hewlett Packard Enterprise is the global edge-to-cloud platform as-a-service company that helps organizations accelerate outcomes by unlocking value from all of their data, everywhere. Built on decades of reimagining the future and innovating to advance the way people live and work, HPE delivers unique, open and intelligent technology solutions, with a consistent experience across all clouds and edges, to help customers develop new business models, engage in new ways, and increase operational performance.The company was founded in 2015 by Bill Hewlett and David Packard and is based in Houston, Texas, United States.","Jul 2, 1939",,Active,For Profit,,,3.0
235,235,Home Depot,Atlanta,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']","['Arthur Blank', 'Bernard Marcus', 'Charlie Green', 'Ken Langone']",https://corporate.homedepot.com,['The Home Depot Alumni Founded Companies'],10000+ Employees,Debt Financing,"96,745",Public,"['E-Commerce', 'Home and Garden', 'Home Decor', 'Retail']",NYSE:HD ,"The Home Depot is a home improvement retailing company that combines our physical stores with an online presence to provide customers with innovative products at a great value. The company specializes in the fields of retail, home improvement, and customer service.
The Home Depot was founded in 1978 and headquartered in Atlanta, Georgia.",1978,,Active,For Profit,,,1.0
236,236,Honeywell International,Charlotte,North Carolina,United States,"['East Coast', 'Southern US']",['Mark C. Honeywell'],http://www.honeywell.com,['Honeywell Alumni Founded Companies'],10000+ Employees,Grant,"42,182",Public,"['Aerospace', 'Electronics', 'Information Technology', 'Innovation Management', 'Manufacturing', 'Service Industry']",LSE:HON ,"Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies. It offers aerospace products and services; control technologies for buildings, homes, and industry; automotive products; turbochargers; specialty chemicals; electronic and advanced materials; process technology for refining and petrochemicals; and energy efficient products and solutions.The company offers energy efficiency benefits across four industry sectors: transportation, commercial buildings, industrial, and residential. Its safety technologies focus on emergency management, flights, and workplace. It offers security and control technologies for industrial, defense, and residential purposes.Honeywell International’s offerings are categorized as consumer and home; aerospace and defense; safety and security; buildings, construction, and maintenance; scanning and mobile productivity; industrial process control; efficiency, energy, and utilities; automotive and transportation; oil and gas, refining, petrochemicals, and biofuels; healthcare and medical; chemicals, specialty materials, and fertilizers; manufacturing; and fire protection and first responder.Honeywell International was founded in 1906 and is based in Morristown, New Jersey.",1906,Active,Honeywell,For Profit,,,1.0
237,237,Hormel Foods,Austin,Minnesota,United States,"['Great Lakes', 'Midwestern US']",['George A.Hormel'],http://www.hormelfoods.com/,[],10000+ Employees,,"93,641",Public,"['Food Processing', 'Manufacturing']",NYSE:HRL ,"At Hormel Foods, we are committed to providing consumers with high-quality, high-value branded products that are flavorful, nutritious and convenient. Guided by Our Way—our internal principles platform—we strive to set industry standards for product quality, work environment and community engagement.",1891,,Active,For Profit,,,
238,238,Humana,Louisville,Kentucky,United States,['Southern US'],"['David A. Jones, Sr.', 'Wendell Cherry']",http://www.humana.com,[],10000+ Employees,Post-IPO Debt,374,Public,"['Health Care', 'Health Insurance', 'Insurance', 'Venture Capital']",NYSE:HUM ,"Humana, headquartered in Louisville, Kentucky, has been an innovator with a commitment to service, health, and wellness. Their focus on people, choice, engagement, and innovation guides our business practices and decision-making.In addition to group health plans, Humana's diverse lines of business work to serve all types of consumers. Humana was founded in 1964 and is based in Louisville, Kentucky, United States.",1964,,Active,For Profit,,,4.0
239,239,Huntington Ingalls Industries,Newport News,Virginia,United States,"['East Coast', 'Southern US']",['Robert Ingersoll Ingalls Sr.'],http://huntingtoningalls.com,[],10000+ Employees,,"135,815",Public,"['Aerospace', 'National Security', 'Nuclear']",NYSE:HII ,"Huntington Ingalls Industries, Inc. (HII) owns and operates two segments: Ingalls Shipbuilding and Newport News Shipbuilding. Through the Company’s Ingalls segment, it is a supplier and builder of amphibious assault and expeditionary ships to the United States Navy, the builder of National Security Cutters for the United States Coast Guard, and one of the two companies that builds the United States Navy’s fleet of DDG-51 Arleigh Burke-class destroyers. Through the Company’s Newport News segment, it is an industrial designer, builder, and refueler of nuclear-powered aircraft carriers, and one of the two companies designing and building nuclear-powered submarines for the United States Navy. It conducts all of its business with the United States Government, principally the Department of Defense (DoD). In January 2014, HII acquired The S.M. Stoller Corporation. Effective June 2, 2014, HII acquired UniversalPegasus International Inc.",2011,,Active,For Profit,,,
240,240,Huntsman,The Woodlands,Texas,United States,"['Greater Houston Area', 'Southern US']","['Jon Huntsman, Sr.']",http://www.huntsman.com/corporate/a/Home,[],10000+ Employees,Post-IPO Debt,"9,243",Public,"['Agriculture', 'Automotive', 'Chemical', 'Chemical Engineering', 'Construction', 'Manufacturing']",NYSE:HUN ,"Huntsman Corporation is a publicly traded global manufacturer and marketer of differentiated chemicals with 2013 revenues of over $11 billion. Their chemical products number in the thousands and are sold worldwide to manufacturers serving a broad and diverse range of consumer and industrial end markets. They operate more than 80 manufacturing and R&D facilities in 30 countries and employ approximately 12,000 associates within their 5 distinct business divisions.",,,,,,,1.0
241,241,IBM,Armonk,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']","['Alex Naoumidis', 'Alfred Aday', 'Barrett Rodda', 'Kengo Horibe', 'Lokesh Bevara', 'Michelle Esgar', 'Rachel Reinitz', 'Richard Kateley', 'Rod D. Martin', 'Tally Mack', 'Thomas J. Watson', 'Vilas Sastry']",http://www.ibm.com/,"['IBM Alumni Founded Companies', 'IBM Portfolio Companies']",10000+ Employees,,"21,452",Public,"['Business Development', 'Business Information Systems', 'CRM', 'Software']",NYSE:IBM ,"IBM is a global technology and innovation company. It is the largest technology and consulting employer in the world, with more than 400,000 employees serving clients in 170 countries. IBM offers a wide range of technology and consulting services; a broad portfolio of middleware for collaboration, predictive analytics, software development, and systems management; and the world's most advanced servers and supercomputers. Utilizing its business consulting, technology, and R&D expertise, IBM helps clients become ""smarter"" as the planet becomes more digitally interconnected.","Jun 6, 1911",Active,"International Business Machines, Computing Tabulating Recording, CTR",For Profit,,,11.0
242,242,Icahn Enterprises,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",['Carl Icahn'],http://www.ielp.com/,[],10000+ Employees,,"135,911",Public,"['Automotive', 'Finance', 'Manufacturing', 'Real Estate']",NASDAQ:IEP ,"Icahn Enterprises L.P. (Icahn Enterprises) is a diversified holding company. The Company owns subsidiaries, which are engaged in Investment, Automotive, Gaming, Railcar, Food Packaging, Metals, Real Estate and Home Fashion. The Company owns a 99% limited partner interest in Icahn Enterprises Holdings L.P. (Icahn Enterprises Holdings). All of its assets and liabilities are owned through Icahn Enterprises Holdings and all of its operations are conducted through Icahn Enterprises Holdings and its subsidiaries. Icahn Enterprises G.P. Inc. (Icahn Enterprises GP), the Company’s sole general partner, owns a 1% general partnership interest in both Icahn Enterprises Holdings and Icahn Enterprises. During the year ended December 31, 2011, the Company acquired additional shares of common stock of Federal-Mogul Corporation and owned approximately 77.2% of the common stock of Federal-Mogul as of December 31, 2011.",1987,Active,American Real Estate Partners,For Profit,,,1.0
243,243,Illinois Tool Works,Glenview Nas,Illinois,United States,"['Great Lakes', 'Midwestern US']",['Byron L. Smith'],http://www.itw.com/,[],10000+ Employees,,"146,356",Public,"['Industrial', 'Manufacturing']",NYSE:ITW ,"ITW is an industrial manufacturing company that specializes in the fields of industrial machinery, engineering, operations, sales, marketing, finance, and accounting. It's in deep-sea oil rigs, aerospace technology, bridges and wind turbines, healthcare, the spaces in which they live and work, the cars they drive, and the mobile devices they rely on.It was founded in 1912 and headquartered in Glenview Nas, Illinois.",1912,,Active,For Profit,,,
244,244,Ingredion,Westchester,Illinois,United States,"['Greater Chicago Area', 'Great Lakes', 'Midwestern US']",[],http://ingredion.com,[],10000+ Employees,,"129,251",Public,"['Brewing', 'Food and Beverage', 'Food Processing', 'Manufacturing', 'Retail']",NYSE:INGR ,"Ingredion Incorporated is a global ingredient solutions provider to the food, beverage, brewing and pharmaceutical industries as well as numerous industrial sectors. We are committed to supplying our customers with quality, innovative ingredient solutions that are on trend and in demand. Headquartered in the Chicago suburb of Westchester, Illinois, we turn corn, tapioca, wheat, potatoes and other raw materials into a myriad of ingredients. With more than 11,000 employees around the world, we serve customers in more than 60 diverse markets in over 100 countries. In 2013, our net sales reached $6.3 billion.",1906,Active,Corn Products International,For Profit,,,
245,245,Insight Enterprises,Tempe,Arizona,United States,"['Greater Phoenix Area', 'Western US']","['Allister Frost', 'Brian Schuliger', 'Eric Crown', 'Tim Crown', 'Timothy A. Crown']",http://www.insight.com,[],5001 to 10000 Employees,,"43,370",Public,"['Cloud Data Services', 'Information Technology', 'IT Management', 'Women Led']",NASDAQ:NSIT ,"Insight offers organizations with Insight Intelligent Technology Solutions™ and services to maximize the business value of IT. It specializes in Digital Innovation, Cloud + Data Center Transformation, Connected Workforce, and Supply Chain Optimization solutions and services.The company was founded in 1988 and is headquartered in Tempe, Arizona. .",1988,Active,Insight Enterprises,For Profit,,,
246,246,Intel,Santa Clara,California,United States,"['San Francisco Bay Area', 'Silicon Valley', 'West Coast']","['Gordon Moore', 'Robert Noyce']",http://www.intel.com/,"['Intel Alumni Founded Companies', 'Intel Portfolio Companies']",10000+ Employees,Post-IPO Equity,4,Public,"['Artificial Intelligence', 'Information Technology', 'Product Design', 'Software']",NASDAQ:INTC ,"Intel is building on its unrivaled history of innovation to power the future of computing and communications. Intel's ambitions? A world that runs on Intel. Intel is doing this by helping its customers find the technologies and solutions that allow them to transform their businesses and gain market advantage.And it all starts with data. Intel is on a journey from a PC-centric company to a data-centric company. Intel's unmatched depth of experience and scope of vision allows it to dream big, to create a world where Intel powers the future of computing and communications—including powerful processors and accelerators that unlock the full potential of data. Intel continuously delivers advances in performance, power, and connectivity across a diversity of data-centric workloads, so its customers can harness the raw power of data.Intel's innovations span architecture, memory, software, and security to help develop transformative products and experiences for its customers. Collectively, Intel's 107,000 employees worldwide are enabling amazing experiences in 5G, artificial intelligence, driverless cars, and much more.","Jul 18, 1968",Active,N M Electronics,For Profit,,,33.0
247,247,Intercontinental Exchange,Atlanta,Georgia,United States,"['Greater Atlanta Area', 'East Coast', 'Southern US']",['Jeffrey C. Sprecher'],http://www.theice.com/homepage.jhtml,[],5001 to 10000 Employees,Private Equity,"114,053",Public,"['Data Mining', 'Finance', 'Financial Exchanges', 'Financial Services', 'Information Technology']",NYSE:ICE ,"Intercontinental Exchange is an operator of regulated exchanges and clearing houses serving the risk management needs of global markets for agricultural, credit, currency, emissions, energy and equity index products. It operates marketplaces for trading and clearing a range of securities and derivatives contracts across various asset classes, including interest rates, equities, equity derivatives, credit derivatives, bonds, currency, and commodities.The company is known for providing trade processing, trade execution, listing services, clearing, post-trade processing, and market data services.It is engaged in operating seventeen regulated exchanges and marketplaces, consisting of ICE futures exchanges, NYSE Liffe futures exchanges, New York Stock Exchange, NYSE Arca, NYSE MKT, the Euronext group of stock exchanges, 2 U.S. equity options exchanges, and the Singapore Mercantile Exchange.Intercontinental Exchange provides its services for financial institutions, corporations, manufacturers, utilities, commodity producers and refiners, institutional and individual investors, and governmental institutions.Intercontinental Exchange was founded in 1990 and is headquartered in Atlanta, Georgia.",1990,Active,ICE,For Profit,,,3.0
248,248,International Flavors & Fragrances,New York,New York,United States,"['Greater New York Area', 'East Coast', 'Northeastern US']",[],http://iff.com,[],10000+ Employees,,"140,625",Public,"['Manufacturing', 'Women Led']",NYSE:IFF ,"International Flavors & Fragrances Inc. is a innovator of sensorial experiences that move the world. At the heart of our company, we are fueled by a sense of discovery, constantly asking “what if?” That passion for exploration drives us to co-create unique scents and tastes in fine fragrances and beauty, detergents and household goods, as well as beloved foods and beverages. Our 6,700 team members globally take advantage of leading consumer insights, research and development, creative expertise, and customer intimacy to develop differentiated products.",1833,Active,IFF,For Profit,,,
249,249,International Paper,Memphis,Tennessee,United States,['Southern US'],['Hugh J. Chisholm'],http://www.internationalpaper.com/,[],10000+ Employees,,"107,615",Public,"['Manufacturing', 'Marketing', 'Paper Manufacturing', 'Product Design', 'Sales']",NYSE:IP ,"International Paper manufactures paper and paper-packaging products. It creates an array of specialty paper products, including coated paper, office paper, offset-press paper, consumer packaging, industrial packaging, and pulp. Its North American merchant distribution system complements it, with main markets and manufacturing operations in North America, Europe, Latin America, Russia, Asia, and North Africa.",1898,,Active,For Profit,,,
